21445;Poriecie;jbidouokqf;481;8
21437;Oravice;chdddnkeam;481;8
21453;Oravice;blmiizpbth;481;8
21433;Trchovnica;qgwhhkpzwv;481;8
21441;Slnecna;xdjhhjlbzj;481;8
21449;Vysny koniec;tocwnfinlv;481;8
21457;Nizny Koniec;sbjoixjfoi;481;8
21431;Podkamenne;sxgnlncmmy;481;8
21435;Dolna mrzacka;pmkkevmfla;481;8
21439;Dolinka;mzrfcangmf;481;8
21443;Horna mrzacka;rjztofcoxc;481;8
21447;Vrchova;ofcxbprmao;481;8
21451;Oravice;jvaickpqka;481;8
21455;Ustredie;dlqovowgat;481;8
21458;Slnecna;mibruebfmg;481;8
21430;Horna mrzacka;tknyhettkz;481;8
21432;Nizny Koniec;ycocjhoyyv;481;8
21434;Vrchova;ulyfueuxjr;481;8
21436;Oravice;lhardgrwmb;481;8
21438;Vysny koniec;dqjwwfunrj;481;8
21440;Dolna mrzacka;hjdharyuha;481;8
21442;Slnecna;ivdmxkkquz;481;8
21444;Dolinka;qbowvsdukf;481;8
21446;Slnecna;nlzhnvgzkm;481;8
21448;Podkamenne;qzylkqiaml;481;8
21450;Ustredie;nmcbqtytef;481;8
21452;Horna mrzacka;alnvecmemd;481;8
21454;Oravice;kegwecyxuk;481;8
21456;Podkamenne;buowubqbig;481;8
21459;Ustredie;fdmhiiwhtc;481;8
20965;Vrchova;rrnuhxegac;465;8
20957;Oravice;tkkrjivocd;465;8
20973;Oravice;jpakbvwgvl;465;8
20953;Vcelarska;exbmsmxoaa;465;8
20961;Dolinka;jxiylpyzfv;465;8
20969;Dolinka;qkmrvzfeud;465;8
20977;Vrchova;lzttpvmkux;465;8
20951;Poriecie;hkdwtjvgtg;465;8
20955;Slnecna;zdqpbopqqh;465;8
20959;Poriecie;rzobegnaqv;465;8
20963;Nizny Koniec;rhnpwadsoi;465;8
20967;Ustredie;wvukowtdzw;465;8
20971;Horna mrzacka;thlptrepyy;465;8
20975;Vysny koniec;tsmqznftyh;465;8
20978;Podkamenne;vwhylwiacm;465;8
20950;Nizny Koniec;jgohnfxakt;465;8
20952;Horna mrzacka;cyrlqijtmc;465;8
20954;Oravice;ohuhanfjza;465;8
20956;Slnecna;hffvgrjjef;465;8
20958;Vcelarska;ixxvckjzjk;465;8
20960;Ustredie;qkgfkfhvbe;465;8
20962;Vcelarska;sskchdobbm;465;8
20964;Slnecna;xqrtgvycqq;465;8
20966;Trchovnica;gfblvsxvnh;465;8
20968;Dolna mrzacka;xpvcbtgoii;465;8
20970;Vysny koniec;avraxjhmwc;465;8
20972;Oravice;cfkxwbtyvb;465;8
20974;Spital;fqegfgoaee;465;8
20976;Oravice;lywoipitsc;465;8
20979;Oravice;wfgkqyyrkm;465;8
21685;Dolinka;hschfutztc;489;8
21677;Dolna mrzacka;rfubqlkmwd;489;8
21693;Dolinka;ghqsxiomnr;489;8
21673;Dolna mrzacka;idqxtshehe;489;8
21681;Vysny koniec;xpsfzmfnsi;489;8
21689;Trchovnica;upzhmwvgbh;489;8
21697;Horna mrzacka;vvyrkueors;489;8
21671;Horna mrzacka;wthzgcsobs;489;8
21675;Dolna mrzacka;rnmxyoadrb;489;8
21679;Vysny koniec;azkmqqatic;489;8
21683;Horna mrzacka;tfhdsxupjh;489;8
21687;Ustredie;ustvjkdxpa;489;8
21691;Spital;kuojthptgo;489;8
21695;Podkamenne;oklknimpue;489;8
21698;Dolinka;bsggnvfayw;489;8
21670;Podkamenne;iujbvvkomq;489;8
21672;Ustredie;hxexhkkupt;489;8
21674;Ustredie;sjvqzzispz;489;8
21676;Spital;kkeijizgxl;489;8
21678;Vysny koniec;vldkvutedn;489;8
21680;Poriecie;gvgdwyotff;489;8
21682;Vcelarska;devrduulcv;489;8
21684;Oravice;mcvukronuj;489;8
21686;Spital;mvmyvthtcy;489;8
21688;Poriecie;ayoblszwko;489;8
21690;Dolinka;qyjnjljwwn;489;8
21692;Nizny Koniec;oydwcxhciz;489;8
21694;Dolinka;ceesdcnrha;489;8
21696;Spital;rohsbkgetb;489;8
21699;Vysny koniec;knqkkbdkch;489;8
20725;Horna mrzacka;snmzlgxebk;457;8
20717;Vcelarska;jxcyiszqos;457;8
20733;Trchovnica;pzbkshorfs;457;8
20713;Dolinka;bgeyhxfbns;457;8
20721;Podkamenne;mzbrkopfto;457;8
20729;Vrchova;yhgqcfnwgy;457;8
20737;Slnecna;owiikmumip;457;8
20711;Trchovnica;unlraswnee;457;8
20715;Ustredie;cjhlocskff;457;8
20719;Slnecna;zrtuqtdijb;457;8
20723;Vysny koniec;mzvhmthjsy;457;8
20727;Dolna mrzacka;gceludwxnf;457;8
20731;Ustredie;tkwnjpowyj;457;8
20735;Nizny Koniec;rufxvhsqug;457;8
20738;Oravice;migeulhyoy;457;8
20710;Vrchova;ttbhrlnfkz;457;8
20712;Spital;kuvdivvfuj;457;8
20714;Poriecie;xteadvogqe;457;8
20716;Slnecna;blfnbkyhcr;457;8
20718;Ustredie;ldvrvjcjcn;457;8
20720;Vcelarska;ezkjquakoq;457;8
20722;Dolna mrzacka;mxkencgmgj;457;8
20724;Trchovnica;uftsyjpsdi;457;8
20726;Vrchova;yncvdcwxkw;457;8
20728;Podkamenne;cgiunhalnx;457;8
20730;Dolna mrzacka;ggjuamuhex;457;8
20732;Ustredie;lexeebrkqz;457;8
20734;Slnecna;hovtowxijz;457;8
20736;Spital;luwmyxhhge;457;8
20739;Ustredie;qcbxcxabcs;457;8
21205;Spital;vlyxohjohi;473;8
21197;Nizny Koniec;hokdypdekz;473;8
21213;Podkamenne;ovhqfwepbn;473;8
21193;Spital;jzewkjdljl;473;8
21201;Ustredie;eactendgfp;473;8
21209;Ustredie;ypxcowlpyt;473;8
21217;Vysny koniec;umhdfjhfgb;473;8
21191;Trchovnica;adaoedlphr;473;8
21195;Ustredie;aorfkxuqly;473;8
21199;Dolna mrzacka;jllhtedees;473;8
21203;Dolna mrzacka;naibjsglfr;473;8
21207;Dolna mrzacka;xlrhmwzkew;473;8
21211;Vcelarska;urwoasgbrt;473;8
21215;Vysny koniec;ihzeykemxo;473;8
21218;Poriecie;bnarbytkop;473;8
21190;Trchovnica;ogfjufmglp;473;8
21192;Vysny koniec;rndkhsqzrq;473;8
21194;Horna mrzacka;ztgjcmvhro;473;8
21196;Ustredie;hubjiscmwi;473;8
21198;Podkamenne;uypeeyfqsz;473;8
21200;Trchovnica;yhdvgyfnhn;473;8
21202;Nizny Koniec;vfysrvyafu;473;8
21204;Vcelarska;thlezzqayn;473;8
21206;Vrchova;sncldekatk;473;8
21208;Vcelarska;vfwclezcqk;473;8
21210;Trchovnica;jomghunpwd;473;8
21212;Poriecie;hncjkicypy;473;8
21214;Dolna mrzacka;augfzvtjwc;473;8
21216;Vcelarska;pcbhkmjxbs;473;8
21219;Vcelarska;bfdeslgzzb;473;8
21565;Nizny Koniec;crknyfaslk;485;8
21557;Slnecna;usdfmzvncd;485;8
21573;Oravice;sibcllghsm;485;8
21553;Vrchova;ndrpilgsui;485;8
21561;Ustredie;mduqlzijqt;485;8
21569;Oravice;rcyipnrjpl;485;8
21577;Trchovnica;ytogrzikvf;485;8
21551;Horna mrzacka;cqpaxkzljn;485;8
21555;Vysny koniec;lzsffjrvws;485;8
21559;Oravice;dpcuiopwii;485;8
21563;Dolna mrzacka;cdowbeziyb;485;8
21567;Horna mrzacka;vcldszfisu;485;8
21571;Poriecie;haqfdkxqzp;485;8
21575;Spital;xhysqdrvmj;485;8
21578;Slnecna;akuetudpwa;485;8
21550;Nizny Koniec;rthfqchnbf;485;8
21552;Trchovnica;uoaksqrenr;485;8
21554;Vcelarska;wwfgqwrkoa;485;8
21556;Dolinka;hcliicofrs;485;8
21558;Vrchova;yrswcfwayl;485;8
21560;Vrchova;oeabaxrajp;485;8
21562;Dolna mrzacka;npocsrhyfu;485;8
21564;Spital;nczzrcpnzs;485;8
21566;Vrchova;aarcpydjhu;485;8
21568;Dolinka;aaxlngtifq;485;8
21570;Oravice;svicvnbnds;485;8
21572;Dolinka;okjejjrrif;485;8
21574;Ustredie;ruyskjgmzl;485;8
21576;Vrchova;yhhdazljsw;485;8
21579;Podkamenne;wvqkgjgapt;485;8
21805;Podkamenne;qouxnzzkfn;493;8
21797;Ustredie;hmsqfvtyvf;493;8
21813;Slnecna;rpnlavdbae;493;8
21793;Oravice;yfiwcesgpz;493;8
21801;Ustredie;yzsipzbwwu;493;8
21809;Vrchova;otfcpdnqeb;493;8
21817;Poriecie;jxjayjuuou;493;8
21791;Dolna mrzacka;inhfwzfkzy;493;8
21795;Oravice;wumffwkaat;493;8
21799;Oravice;gdpngxbksn;493;8
21803;Vysny koniec;pbakkkehhv;493;8
21807;Vrchova;pollxsoucq;493;8
21811;Dolna mrzacka;lzgwnbumgp;493;8
21815;Podkamenne;qefvvgemez;493;8
21818;Poriecie;nzifezxwoa;493;8
21790;Oravice;ldbbbqirxa;493;8
21792;Vysny koniec;iowwtyrwgr;493;8
21794;Poriecie;cefodxyllf;493;8
21796;Vrchova;apbwzwbssj;493;8
21798;Nizny Koniec;pjokxzvwoy;493;8
21800;Vcelarska;hnzmorogcy;493;8
21802;Spital;zfpbspwwkn;493;8
21804;Horna mrzacka;repuxiciwq;493;8
21806;Nizny Koniec;kkrieorrom;493;8
21808;Vcelarska;kkmqmxfixq;493;8
21810;Dolinka;vyfmbbhwll;493;8
21812;Podkamenne;targuckglm;493;8
21814;Horna mrzacka;cifwtplwrv;493;8
21816;Vcelarska;piricbzjfo;493;8
21819;Horna mrzacka;csxfknkxip;493;8
20605;Spital;enqstqvafw;453;8
20597;Ustredie;zpybogyxel;453;8
20613;Vcelarska;tzdtfnmvjk;453;8
20593;Ustredie;mckhnrmvko;453;8
20601;Podkamenne;kaqtynwkwd;453;8
20609;Trchovnica;fdakxgghip;453;8
20617;Vcelarska;vvdrtqrnza;453;8
20591;Vcelarska;ozlawstllp;453;8
20595;Poriecie;kprumyciqy;453;8
20599;Slnecna;dukvgolhyk;453;8
20603;Podkamenne;qxeowueyrg;453;8
20607;Horna mrzacka;amtgontony;453;8
20611;Dolinka;rkaylmbsvv;453;8
20615;Horna mrzacka;juxigxruic;453;8
20618;Trchovnica;kpiwwhodpb;453;8
20590;Ustredie;ojanlqejem;453;8
20592;Podkamenne;ujszscboni;453;8
20594;Vrchova;uuxevcqixa;453;8
20596;Spital;zmjpofbyqf;453;8
20598;Vysny koniec;lsvqseotby;453;8
20600;Vrchova;uqcvkjvkst;453;8
20602;Spital;cldqtajmxm;453;8
20604;Nizny Koniec;ykkemqxkoo;453;8
20606;Dolinka;gktpjqcgym;453;8
20608;Ustredie;ztqxeandqa;453;8
20610;Podkamenne;tneymbhhqi;453;8
20612;Horna mrzacka;thqgepmhfq;453;8
20614;Slnecna;lmpkzuugpu;453;8
20616;Podkamenne;rravshngzm;453;8
20619;Vrchova;hvykecnsju;453;8
20845;Dolinka;jeoexwqezh;461;8
20837;Vcelarska;erzsuyatku;461;8
20853;Vrchova;veegmolirq;461;8
20833;Nizny Koniec;xifilptiip;461;8
20841;Vysny koniec;tytjbkkwjj;461;8
20849;Slnecna;zpfgpbqgjc;461;8
20857;Vrchova;rqjqrzfmoj;461;8
20831;Poriecie;sttnacprzh;461;8
20835;Poriecie;rgrfzrasyl;461;8
20839;Trchovnica;gxjummmryq;461;8
20843;Podkamenne;uzwrzjffxl;461;8
20847;Slnecna;rswyyjcemu;461;8
20851;Slnecna;rdevhqoipt;461;8
20855;Dolna mrzacka;ztcaffncip;461;8
20858;Oravice;ifldmifvpi;461;8
20830;Oravice;gdzrwrtyvn;461;8
20832;Ustredie;xhlxasfxbr;461;8
20834;Dolinka;pmefufdrxi;461;8
20836;Oravice;ovkisrayrz;461;8
20838;Vrchova;wryrgpbhpq;461;8
20840;Nizny Koniec;sczggwcsfb;461;8
20842;Oravice;xkbjzmngtw;461;8
20844;Trchovnica;sekaclbgbg;461;8
20846;Spital;oeunjlarem;461;8
20848;Slnecna;bprcumiptl;461;8
20850;Trchovnica;lmwiyxgcvv;461;8
20852;Dolna mrzacka;tthsstangl;461;8
20854;Nizny Koniec;cycbuuarbn;461;8
20856;Dolna mrzacka;viaqbdaxgc;461;8
20859;Vysny koniec;pcubdtwreg;461;8
21085;Spital;lmwsepwqzv;469;8
21077;Horna mrzacka;wmyypcnhdc;469;8
21093;Horna mrzacka;cfbxlonbix;469;8
21073;Vysny koniec;tjkgvflxur;469;8
21081;Podkamenne;kzrucqailr;469;8
21089;Nizny Koniec;ikpzhmwxrp;469;8
21097;Vysny koniec;hzuityhgrk;469;8
21071;Vcelarska;xmcspqmpql;469;8
21075;Vcelarska;jyysyoqvtm;469;8
21079;Trchovnica;xydglvuqkt;469;8
21083;Trchovnica;kckvkhxtqm;469;8
21087;Vcelarska;qvmquayjwq;469;8
21091;Vrchova;dwylippcva;469;8
21095;Ustredie;zkodmzbgcz;469;8
21098;Spital;lgqjhbozcv;469;8
21070;Horna mrzacka;lnpatdlnon;469;8
21072;Nizny Koniec;pqhuousvbs;469;8
21074;Dolinka;eiwyseoxpm;469;8
21076;Trchovnica;ksshjuhetq;469;8
21078;Poriecie;tamhdhwhzy;469;8
21080;Oravice;xbmtzynimi;469;8
21082;Dolna mrzacka;opaujrrmns;469;8
21084;Vcelarska;tneoqtdqbh;469;8
21086;Dolna mrzacka;dppjggsksa;469;8
21088;Vcelarska;srxyrcixan;469;8
21090;Ustredie;lwbfouvrpy;469;8
21092;Dolna mrzacka;mncbvtlnzz;469;8
21094;Podkamenne;nhsbvegiot;469;8
21096;Vrchova;stskkdbotr;469;8
21099;Trchovnica;royiltdgza;469;8
21325;Podkamenne;hcmegermmf;477;8
21317;Spital;vlepinpccx;477;8
21333;Poriecie;iigsbmwcht;477;8
21313;Oravice;uvcbsbqgde;477;8
21321;Dolna mrzacka;krqqipezdq;477;8
21329;Poriecie;hrdkdgodvl;477;8
21337;Podkamenne;bkxvqvltmw;477;8
21311;Podkamenne;xlupegdryc;477;8
21315;Dolinka;ohgventuci;477;8
21319;Vysny koniec;dshhzxocwl;477;8
21323;Dolinka;fkkagjwheb;477;8
21327;Vysny koniec;bqerjedpbc;477;8
21331;Oravice;dldxuhskgv;477;8
21335;Slnecna;vcmnbwmmvg;477;8
21338;Slnecna;knefokaqux;477;8
21310;Slnecna;jyehsbtjgq;477;8
21312;Vrchova;rxmonapdhv;477;8
21314;Vrchova;lhzfmabeyc;477;8
21316;Oravice;prymdnbbrz;477;8
21318;Podkamenne;ahvuxxcnjb;477;8
21320;Vrchova;xluqofffaf;477;8
21322;Ustredie;iimhansnza;477;8
21324;Oravice;shqqjoyyxh;477;8
21326;Horna mrzacka;pmffijvcwm;477;8
21328;Dolna mrzacka;acinbcrprp;477;8
21330;Spital;ubvapvnjwe;477;8
21332;Vcelarska;zjmnybwaxh;477;8
21334;Slnecna;yorhflhkke;477;8
21336;Poriecie;bdurcffoen;477;8
21339;Ustredie;xnonojbewz;477;8
21505;Slnecna;qvcrsteujg;483;8
21497;Podkamenne;bnqzqlipqh;483;8
21513;Podkamenne;piasprrkkp;483;8
21493;Podkamenne;mjetqmtjwd;483;8
21501;Horna mrzacka;zberlaxctx;483;8
21509;Dolna mrzacka;rosmukxvie;483;8
21517;Nizny Koniec;btgyatangp;483;8
21491;Dolinka;zqlctrrtdk;483;8
21495;Horna mrzacka;lxeqewjeoz;483;8
21499;Poriecie;zinethznvp;483;8
21503;Podkamenne;hrkyadrcvq;483;8
21507;Vcelarska;hyzzmrernt;483;8
21511;Podkamenne;kjmspskmsb;483;8
21515;Dolinka;ysxhlgrvya;483;8
21518;Dolinka;wkhvifltpr;483;8
21490;Dolinka;uaijvtlvdi;483;8
21492;Oravice;cetrwcqpib;483;8
21494;Poriecie;qcrgrhasuj;483;8
21496;Spital;uecxabfzuo;483;8
21498;Vrchova;cxgpahxarp;483;8
21500;Vrchova;gwqzefxwzj;483;8
21502;Ustredie;aohlmsbpdm;483;8
21504;Spital;pilzbwypsv;483;8
21506;Slnecna;utngmaukqc;483;8
21508;Horna mrzacka;kaowikyyah;483;8
21510;Vrchova;rodstgnprs;483;8
21512;Spital;vgkhzwutrl;483;8
21514;Dolinka;ndizcuflvm;483;8
21516;Dolinka;ftdrxcsuhr;483;8
21519;Dolinka;typvkwdsbe;483;8
21625;Vcelarska;euomuqmmnm;487;8
21617;Horna mrzacka;yucrngpybp;487;8
21633;Ustredie;xkjeavffxr;487;8
21613;Horna mrzacka;upngbubxcs;487;8
21621;Spital;bosuwxorwo;487;8
21629;Nizny Koniec;pnrepcotqs;487;8
21637;Vysny koniec;yucvodcmvi;487;8
21611;Nizny Koniec;ygjqcnktul;487;8
21615;Slnecna;nghmraxihv;487;8
21619;Horna mrzacka;wflrdidsma;487;8
21623;Dolna mrzacka;jyamecnkad;487;8
21627;Vrchova;xuuiyuvodi;487;8
21631;Trchovnica;iwankzegoy;487;8
21635;Vysny koniec;ddplvznxyy;487;8
21638;Horna mrzacka;jggopafrzt;487;8
21610;Oravice;plfigzjcvg;487;8
21612;Nizny Koniec;fywoymtoku;487;8
21614;Trchovnica;etxlfepjex;487;8
21616;Oravice;omucwlqswi;487;8
21618;Dolna mrzacka;xbhzocaaul;487;8
21620;Vysny koniec;dhmjanqtiu;487;8
21622;Vcelarska;nyxfwdgvid;487;8
21624;Ustredie;edwyjlgeue;487;8
21626;Vysny koniec;qfttjsleln;487;8
21628;Trchovnica;jtgyshxxoq;487;8
21630;Dolna mrzacka;jwusmssryi;487;8
21632;Podkamenne;tegrtetaks;487;8
21634;Vrchova;jevebropje;487;8
21636;Vysny koniec;tzpegzibib;487;8
21639;Slnecna;wkwowkoghv;487;8
21745;Slnecna;ygltfjwxfg;491;8
21737;Horna mrzacka;otvmaqjehs;491;8
21753;Oravice;jupxauqlet;491;8
21733;Vysny koniec;zweqjrozgy;491;8
21741;Ustredie;kyogjypfnu;491;8
21749;Podkamenne;cmpgxodxkj;491;8
21757;Oravice;emuevuvmqa;491;8
21731;Podkamenne;mirfudlfve;491;8
21735;Vysny koniec;pkvmndrcsw;491;8
21739;Vcelarska;dyrglovznf;491;8
21743;Oravice;tcysfehfkq;491;8
21747;Vysny koniec;ecibbzpmyw;491;8
21751;Ustredie;khhqjhnzyw;491;8
21755;Ustredie;hbkosmvhjg;491;8
21758;Slnecna;tmonlbdqwk;491;8
